id,concept,feature,story,expected,trigger,files,endpoint,status,test_result,severity,notes,edge_cases,test_cases,defect_count,last_tested
command-36,Command Center,Sector RV - Peer Table with Sorting,"As a buy-side analyst, I want to sort peer loans by any column so that I can find RV opportunities.",Multi-column peer table; click any header sorts asc/desc (toggle); active sort shows arrow.,Click column header,caos/frontend/src/components/command/SectorRV.tsx:99,none (client-only),Pass,"Pass — route load 0 console errors; view toggles + live NL query (POST /api/query/nl 200, interpretation+ranked table) verified",,,click any header sorts asc/desc (toggle),"happy: Click column header → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
command-37,Command Center,Sector RV - Liquidity Assessment,"As a buy-side analyst, I want spread-implied liquidity per loan so that I can assess execution risk.",Liquidity column shows 5-level colored chips (High/Normal/OK/Concerning/Impaired); Mid RV shows assessment labels with matching colors.,Route load (SECTOR RV),caos/frontend/src/components/command/SectorRV.tsx:20,none (client-only),Pass,"Pass — route load 0 console errors; view toggles + live NL query (POST /api/query/nl 200, interpretation+ranked table) verified",,,steady-state only (static render),"happy: Route load (SECTOR RV) → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
command-38,Command Center,Sector RV - Price Delta Columns,"As a buy-side analyst, I want price changes across timeframes so that I can assess momentum/dislocations.","7 delta columns (Δ1D…ΔYTD); green positive/red negative/grey none; 2dp; null shows ""—"".",Route load (SECTOR RV),caos/frontend/src/components/command/SectorRV.tsx:28,none (client-only),Pass,"Pass — route load 0 console errors; view toggles + live NL query (POST /api/query/nl 200, interpretation+ranked table) verified",,,steady-state only (static render),"happy: Route load (SECTOR RV) → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
command-39,Command Center,Index Statistics Table,"As a buy-side analyst, I want Bloomberg US Lev Loan Index stats so that I can benchmark sector performance.","Sortable index table (MV, Avg Price, 7 deltas, YTM, 3Y DM); click headers sorts; numeric right-aligned.","Route load (SECTOR RV, lower)",caos/frontend/src/components/command/SectorRV.tsx:225,none (client-only),Pass,"Pass — route load 0 console errors; view toggles + live NL query (POST /api/query/nl 200, interpretation+ranked table) verified",,,steady-state only (static render),"happy: Route load (SECTOR RV, lower) → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
command-40,Command Center,Sector Ratings Average Table,"As a buy-side analyst, I want avg metrics by rating bucket so that I can evaluate rating-based RV.","Sortable ratings table (B1/B2/B3…) with avg size, margin, bid, ask, 7 deltas, mid YTM, 3Y DM; null ""—"".","Route load (SECTOR RV, lower)",caos/frontend/src/components/command/SectorRV.tsx:262,none (client-only),Pass,"Pass — route load 0 console errors; view toggles + live NL query (POST /api/query/nl 200, interpretation+ranked table) verified",,,steady-state only (static render),"happy: Route load (SECTOR RV, lower) → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
command-41,Command Center,Directory Breadcrumb Link,"As a user, I want a back link to Directory so that I can navigate to the issuer list.","""← Directory"" muted link; hover highlights; click → /issuers.","Click ""← Directory""",caos/frontend/src/app/command/page.tsx:49,none (client-only),Pass,"Pass — route load 0 console errors; view toggles + live NL query (POST /api/query/nl 200, interpretation+ranked table) verified",,,steady-state only (static render),"happy: Click ""← Directory"" → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
command-42,Command Center,Concept Navigation,"As a user, I want to navigate between concepts so that I can switch tools.",Compact ConceptNav in header; click navigates to concept page.,Click concept link,caos/frontend/src/app/command/page.tsx:53,none (client-only),Pass,"Pass — route load 0 console errors; view toggles + live NL query (POST /api/query/nl 200, interpretation+ranked table) verified",,,steady-state only (static render),"happy: Click concept link → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
command-43,Command Center,Simulation Clock Display,"As a demo user, I want the current sim time so that I understand the time context.","On ≥1780px, header shows ""HH:MM ET"" tabular clock tied to useSimRun.",Route load,caos/frontend/src/app/command/page.tsx:96,none (client-only),Pass,"Pass — route load 0 console errors; view toggles + live NL query (POST /api/query/nl 200, interpretation+ranked table) verified",,,steady-state only (static render),"happy: Route load → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
command-44,Command Center,Simulation Controls,"As a demo user, I want to control sim playback so that I can step/pause to inspect state.","On ≥1780px, SimControls (play/pause, speed) in header step the sim.",Route load,caos/frontend/src/app/command/page.tsx:94,none (client-only),Pass,"Pass — route load 0 console errors; view toggles + live NL query (POST /api/query/nl 200, interpretation+ranked table) verified",,,steady-state only (static render),"happy: Route load → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
command-45,Command Center,Metric Ranking Highlight,"As a buy-side analyst, I want the ranked metric highlighted so that I can read results by weight.",Rank-by column header accent; ranked metric accent + bold (600); provenance pill beside value.,Successful structured query,caos/frontend/src/components/command/NlQuery.tsx:49,POST /api/query/nl,Pass,"Pass — route load 0 console errors; view toggles + live NL query (POST /api/query/nl 200, interpretation+ranked table) verified",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST query/nl: question(required,minLen=1,maxLen=500)","happy: Successful structured query → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
command-46,Command Center,Hybrid Query Results (Metric + Evidence Row),"As a buy-side analyst, I want corroborating excerpts under ranked rows so that I can verify the metric with a quote.",Sub-row under ranked rows shows clickable doc label (opens CitationViewer) + indented muted quote.,Successful structured query with evidence,caos/frontend/src/components/command/NlQuery.tsx:128,POST /api/query/nl,Pass,"Pass — route load 0 console errors; view toggles + live NL query (POST /api/query/nl 200, interpretation+ranked table) verified",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST query/nl: question(required,minLen=1,maxLen=500)","happy: Successful structured query with evidence → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
